stock_code,description,units_sold,revenue,orders
22475,SKULL DESIGN TV DINNER TRAY,313.0,1590.82,138
22476,EMPIRE UNION JACK TV DINNER TRAY,880.0,2839.21,125
22477,WATERING CAN GARDEN MARKER,1364.0,1967.9,127
22478,BIRDHOUSE GARDEN MARKER ,1537.0,2210.62,140
22479,DAISY GARDEN MARKER,1139.0,1658.57,98
22480,RED TEA TOWEL CLASSIC DESIGN,630.0,755.96,73
22481,BLACK TEA TOWEL CLASSIC DESIGN,825.0,747.3,128
22482,BLUE TEA TOWEL CLASSIC DESIGN,478.0,565.86,53
22483,RED GINGHAM TEDDY BEAR ,770.0,2302.94,169
22485,SET OF 2 WOODEN MARKET CRATES,526.0,7190.35,208
22486,PLASMATRONIC LAMP,71.0,446.45,25
22487,WHITE WOOD GARDEN PLANT LADDER,784.0,7909.28,429
22488,NATURAL SLATE RECTANGLE CHALKBOARD,3195.0,5573.68,415
22489,PACK OF 12 TRADITIONAL CRAYONS,9719.0,4072.13,443
22491,PACK OF 12 COLOURED PENCILS,3947.0,3183.63,219
22492,MINI PAINT SET VINTAGE ,26633.0,16937.82,380
22493,PAINT YOUR OWN CANVAS SET,2461.0,3986.64,220
22494,EMERGENCY FIRST AID TIN ,1088.0,1572.27,245
22495,SET OF 2 ROUND TINS CAMEMBERT ,282.0,748.82,98
22496,SET OF 2 ROUND TINS DUTCH CHEESE,253.0,535.11,79
22497,SET OF 2 TINS VINTAGE BATHROOM ,224.0,1140.9,100
22498,WOODEN REGATTA BUNTING,333.0,2116.04,150
22499,WOODEN UNION JACK BUNTING,2091.0,12792.25,407
22500,SET OF 2 TINS JARDIN DE PROVENCE,248.0,967.05,96
22501,PICNIC BASKET WICKER LARGE,1602.0,19302.26,445
22502,PICNIC BASKET WICKER 60 PIECES,61.0,39619.5,2
22502,PICNIC BASKET WICKER SMALL,1876.0,11789.27,461
22503,CABIN BAG VINTAGE PAISLEY,99.0,2010.12,34
22504,CABIN BAG VINTAGE RETROSPOT,247.0,4674.62,68
22505,MEMO BOARD COTTAGE DESIGN,1457.0,7084.42,311
22507,MEMO BOARD RETROSPOT  DESIGN,2960.0,14193.35,459
22508,DOORSTOP RETROSPOT HEART,1594.0,6525.88,296
22509,SEWING BOX RETROSPOT DESIGN ,209.0,2124.54,86
22510,GINGHAM BABUSHKA DOORSTOP,210.0,402.74,42
22511,RETROSPOT BABUSHKA DOORSTOP,251.0,495.2,54
22512,DOORSTOP RACING CAR DESIGN,122.0,269.71,37
22513,DOORSTOP FOOTBALL DESIGN,152.0,539.9,67
22514,CHILDS GARDEN SPADE BLUE,302.0,704.45,99
22515,CHILDS GARDEN SPADE PINK,266.0,608.95,84
22516,CHILDS GARDEN RAKE BLUE,206.0,494.89,62
22517,CHILDS GARDEN RAKE PINK,199.0,447.63,69
22518,CHILDS GARDEN BRUSH BLUE,363.0,783.54,81
22519,CHILDS GARDEN BRUSH PINK,411.0,906.75,88
22520,CHILDS GARDEN TROWEL BLUE ,719.0,622.1,113
22521,CHILDS GARDEN TROWEL PINK,609.0,525.51,104
22522,CHILDS GARDEN FORK BLUE ,930.0,772.59,128
22523,CHILDS GARDEN FORK PINK,864.0,750.81,135
22524,CHILDRENS GARDEN GLOVES BLUE,642.0,883.2,81
22525,CHILDRENS GARDEN GLOVES PINK,489.0,648.97,74
22526,WHEELBARROW FOR CHILDREN ,125.0,1720.26,79
22528,GARDENERS KNEELING PAD,1.0,3.36,1
22529,MAGIC DRAWING SLATE GO TO THE FAIR ,851.0,349.03,70
22530,MAGIC DRAWING SLATE DOLLY GIRL ,3628.0,1516.46,233
22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,3382.0,1412.41,200
22532,MAGIC DRAWING SLATE LEAP FROG ,1072.0,366.75,73
22533,MAGIC DRAWING SLATE BAKE A CAKE ,1782.0,644.39,88
22534,MAGIC DRAWING SLATE SPACEBOY ,4496.0,1871.12,261
22535,MAGIC DRAWING SLATE BUNNIES ,1763.0,669.75,134
22536,MAGIC DRAWING SLATE PURDEY,4752.0,1803.95,156
22537,MAGIC DRAWING SLATE DINOSAUR,1929.0,844.0,171
22538,MINI JIGSAW GO TO THE FAIR,402.0,164.42,40
22539,MINI JIGSAW DOLLY GIRL,2918.0,1129.32,136
22540,MINI JIGSAW CIRCUS PARADE ,2519.0,960.86,91
22541,MINI JIGSAW LEAP FROG,503.0,201.95,35
22543,MINI JIGSAW BAKE A CAKE ,1453.0,530.8,55
22544,MINI JIGSAW SPACEBOY,4518.0,1714.92,175
22545,MINI JIGSAW BUNNIES,1142.0,435.67,75
22546,MINI JIGSAW PURDEY,2103.0,799.98,86
22547,MINI JIGSAW DINOSAUR ,809.0,338.23,101
22548,HEADS AND TAILS SPORTING FUN,1975.0,2348.94,209
22549,PICTURE DOMINOES,3188.0,4798.38,356
22550,HOLIDAY FUN LUDO,1162.0,4194.89,217
22551,PLASTERS IN TIN SPACEBOY,8074.0,13602.11,673
22553,PLASTERS IN TIN SKULLS,4242.0,7132.12,560
22554,PLASTERS IN TIN WOODLAND ANIMALS,7803.0,13328.27,704
22555,PLASTERS IN TIN STRONGMAN,6010.0,9841.83,515
22556,PLASTERS IN TIN CIRCUS PARADE ,6113.0,10061.86,571
22557,PLASTERS IN TIN VINTAGE PAISLEY ,4712.0,7762.24,566
22558,CLOTHES PEGS RETROSPOT PACK 24 ,8676.0,13325.87,772
22559,SEASIDE FLYING DISC,505.0,626.53,81
22560,TRADITIONAL MODELLING CLAY,8144.0,9572.32,389
22561,WOODEN SCHOOL COLOURING SET,5883.0,9741.57,433
22562,MONSTERS STENCIL CRAFT,1413.0,1763.37,211
22563,HAPPY STENCIL CRAFT,2823.0,3348.18,281
22564,ALPHABET STENCIL CRAFT,2697.0,3057.27,186
22565,FELTCRAFT HAIRBANDS PINK AND WHITE ,933.0,872.67,148
22566,FELTCRAFT HAIRBAND PINK AND PURPLE,873.0,789.78,150
22567,20 DOLLY PEGS RETROSPOT,2448.0,3251.6,222
22568,FELTCRAFT CUSHION OWL,3373.0,12413.89,470
22569,FELTCRAFT CUSHION BUTTERFLY,2759.0,10110.83,348
22570,FELTCRAFT CUSHION RABBIT,3086.0,11204.97,386
22571,ROCKING HORSE RED CHRISTMAS ,2434.0,2185.48,254
22572,ROCKING HORSE GREEN CHRISTMAS ,1380.0,1244.67,179
22573,STAR WOODEN CHRISTMAS DECORATION,2684.0,2423.0,221
22574,HEART WOODEN CHRISTMAS DECORATION,2333.0,2199.59,222
22575,METAL MERRY CHRISTMAS WREATH,636.0,1216.22,90
22576,SWALLOW WOODEN CHRISTMAS DECORATION,1538.0,1414.46,173
22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,10608.0,4075.36,538
22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,10460.0,3876.54,512
22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,5167.0,1988.02,338
22580,ADVENT CALENDAR GINGHAM SACK,1311.0,6848.19,246
22581,WOOD STOCKING CHRISTMAS SCANDISPOT,1569.0,1137.28,177
22582,PACK OF 6 SWEETIE GIFT BOXES,1061.0,2649.35,102
22583,PACK OF 6 HANDBAG GIFT BOXES,573.0,1570.4,111
22584,PACK OF 6 PANETTONE GIFT BOXES,233.0,548.63,18
22584,PACK OF 6 PANNETONE GIFT BOXES,2097.0,5398.33,178
22585,PACK OF 6 BIRDY GIFT TAGS,6221.0,7547.89,395
22586,FELTCRAFT HAIRBAND PINK AND BLUE,856.0,774.55,161
22587,FELTCRAFT HAIRBAND RED AND BLUE,918.0,830.52,161
22588,CARD HOLDER GINGHAM HEART,684.0,2141.32,175
22589,CARDHOLDER GINGHAM STAR,379.0,1212.82,79
22591,CARDHOLDER GINGHAM CHRISTMAS TREE,413.0,1509.41,86
22592,CARDHOLDER HOLLY WREATH METAL,658.0,3021.12,135
22593,CHRISTMAS GINGHAM STAR,2263.0,2085.64,198
22594,CHRISTMAS GINGHAM TREE,2006.0,1905.77,196
22595,CHRISTMAS GINGHAM HEART,649.0,605.8,54
22595,GINGHAM HEART DECORATION,6139.0,5114.41,413
22596,CHRISTMAS STAR WISH LIST CHALKBOARD,3476.0,4110.42,262
22597,CHRISTMAS MUSICAL ZINC HEART ,58.0,67.9,10
22597,MUSICAL ZINC HEART DECORATION ,2763.0,1179.59,176
22598,CHRISTMAS MUSICAL ZINC TREE,990.0,446.2,95
22599,CHRISTMAS MUSICAL ZINC STAR,1953.0,967.76,123
22600,CHRISTMAS RETROSPOT STAR WOOD,1698.0,1543.23,193
22601,CHRISTMAS RETROSPOT ANGEL WOOD,2479.0,2219.83,200
22602,CHRISTMAS RETROSPOT HEART WOOD,139.0,137.59,27
22602,RETROSPOT WOODEN HEART DECORATION,2076.0,1886.28,246
22603,CHRISTMAS RETROSPOT TREE WOOD,1387.0,1235.38,171
22604,SET OF 4 NAPKIN CHARMS CUTLERY,1251.0,3039.66,125
22605,WOODEN CROQUET GARDEN SET,782.0,11276.21,299
22606,WOODEN SKITTLES GARDEN SET,313.0,4638.46,142
22607,WOODEN ROUNDERS GARDEN SET ,1327.0,12531.57,358
22608,PENS ASSORTED FUNKY JEWELED ,5211.0,1114.64,144
22609,PENS ASSORTED SPACEBALL,5874.0,1368.1,155
22610,PENS ASSORTED FUNNY FACE,9572.0,2571.4,216
22611,VINTAGE UNION JACK SHOPPING BAG,225.0,1077.03,46
22613,PACK OF 20 SPACEBOY NAPKINS,1538.0,1222.61,145
22614,PACK OF 12 SPACEBOY TISSUES,3032.0,1024.22,219
22615,PACK OF 12 CIRCUS PARADE TISSUES ,2073.0,660.15,102
22616,PACK OF 12 LONDON TISSUES ,26119.0,7975.98,512
22617,BAKING SET SPACEBOY DESIGN,2209.0,10745.05,464
22618,COOKING SET RETROSPOT,69.0,671.53,28
22619,SET OF 6 SOLDIER SKITTLES,2480.0,9895.04,443
22620,4 TRADITIONAL SPINNING TOPS,4889.0,6782.21,483
22621,TRADITIONAL KNITTING NANCY,6148.0,10053.65,609
22622,BOX OF VINTAGE ALPHABET BLOCKS,1342.0,13931.31,267
22623,BOX OF VINTAGE JIGSAW BLOCKS ,937.0,5236.31,235
22624,IVORY KITCHEN SCALES,1883.0,16378.71,711
22625,RED KITCHEN SCALES,1620.0,14082.2,546
22626,BLACK KITCHEN SCALES,517.0,4401.86,199
22627,MINT KITCHEN SCALES,852.0,7521.89,357
22628,PICNIC BOXES SET OF 3 RETROSPOT ,965.0,4620.91,190
22629,SPACEBOY LUNCH BOX ,14249.0,25719.02,900
22630,DOLLY GIRL LUNCH BOX,11780.0,21609.79,850
22631,CIRCUS PARADE LUNCH BOX ,3677.0,7199.57,396
22632,HAND WARMER RED POLKA DOT,120.0,225.0,18
22632,HAND WARMER RED RETROSPOT,4348.0,8757.83,374
22633,HAND WARMER UNION JACK,4851.0,10023.72,479
22634,CHILDS BREAKFAST SET SPACEBOY ,763.0,7161.3,222
22635,CHILDS BREAKFAST SET DOLLY GIRL ,681.0,6412.33,194
22636,CHILDS BREAKFAST SET CIRCUS PARADE,595.0,5009.56,198
22637,PIGGY BANK RETROSPOT ,2760.0,7111.18,329
22638,SET OF 4 NAPKIN CHARMS CROWNS ,300.0,481.88,52
22639,SET OF 4 NAPKIN CHARMS HEARTS,805.0,1935.16,148
22640,SET OF 4 NAPKIN CHARMS 3 KEYS ,237.0,446.84,57
22641,SET OF 4 NAPKIN CHARMS INSTRUMENT,139.0,303.73,37
22642,SET OF 4 NAPKIN CHARMS STARS   ,269.0,596.36,51
22643,SET OF 4 NAPKIN CHARMS LEAVES   ,238.0,441.83,48
22644,CERAMIC CHERRY CAKE MONEY BANK,2214.0,2986.97,276
22645,CERAMIC HEART FAIRY CAKE MONEY BANK,2354.0,4709.74,351
22646,CERAMIC STRAWBERRY CAKE MONEY BANK,4160.0,5684.17,390
22647,CERAMIC LOVE HEART MONEY BANK,732.0,466.18,45
22649,STRAWBERRY FAIRY CAKE TEAPOT,795.0,4132.88,200
22650,CERAMIC PIRATE CHEST MONEY BANK,851.0,1320.7,143
22651,GENTLEMAN SHIRT REPAIR KIT ,2166.0,1837.47,170
22652,TRAVEL SEWING KIT,5091.0,8612.07,467
22653,BUTTON BOX ,1876.0,3378.5,250
22654,DELUXE SEWING KIT ,1411.0,9893.0,328
22655,VINTAGE RED KITCHEN CABINET,60.0,8125.0,38
22656,VINTAGE BLUE KITCHEN CABINET,26.0,3685.0,20
22659,LUNCH BOX I LOVE LONDON,11504.0,20781.65,707
22660,DOORMAT I LOVE LONDON,364.0,2678.96,102
22661,CHARLOTTE BAG DOLLY GIRL DESIGN,5194.0,4214.95,415
22662,LUNCH BAG DOLLY GIRL DESIGN,6706.0,11060.88,682
22663,JUMBO BAG DOLLY GIRL DESIGN,3419.0,7051.2,450
22664,TOY TIDY DOLLY GIRL DESIGN,713.0,1472.85,162
22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,1516.0,5192.08,356
22666,RECIPE BOX PANTRY YELLOW DESIGN,8269.0,26219.95,1111
22667,RECIPE BOX RETROSPOT ,2882.0,8045.1,464
22668,PINK BABY BUNTING,2179.0,6677.97,345
22669,RED BABY BUNTING ,1128.0,3559.0,234
22670,FRENCH WC SIGN BLUE METAL,1882.0,2516.75,301
22671,FRENCH LAUNDRY SIGN BLUE METAL,962.0,1608.7,144
22672,FRENCH BATHROOM SIGN BLUE METAL,1476.0,2511.22,219
22673,FRENCH GARDEN SIGN BLUE METAL,791.0,1016.08,131
22674,FRENCH TOILET SIGN BLUE METAL,1346.0,1692.72,187
22675,FRENCH KITCHEN SIGN BLUE METAL,1240.0,1555.16,164
22676,FRENCH BLUE METAL DOOR SIGN 1,1155.0,1578.39,199
22677,FRENCH BLUE METAL DOOR SIGN 2,1001.0,1389.07,188
22678,FRENCH BLUE METAL DOOR SIGN 3,843.0,1151.56,160
22679,FRENCH BLUE METAL DOOR SIGN 4,740.0,1023.03,152
22680,FRENCH BLUE METAL DOOR SIGN 5,842.0,1157.79,153
22681,FRENCH BLUE METAL DOOR SIGN 6,710.0,973.15,126
22682,FRENCH BLUE METAL DOOR SIGN 7,677.0,896.75,113
22683,FRENCH BLUE METAL DOOR SIGN 8,644.0,871.49,119
22684,FRENCH BLUE METAL DOOR SIGN 9,531.0,726.07,98
22685,FRENCH BLUE METAL DOOR SIGN 0,594.0,780.8,99
22686,FRENCH BLUE METAL DOOR SIGN No,993.0,1308.38,158
22687,DOORMAT CHRISTMAS VILLAGE,590.0,3354.22,52
22688,DOORMAT PEACE ON EARTH BLUE,705.0,3519.66,32
22689,DOORMAT MERRY CHRISTMAS RED ,673.0,5176.25,146
22690,DOORMAT HOME SWEET HOME BLUE ,1619.0,9943.7,285
22691,DOORMAT WELCOME SUNRISE,371.0,2678.77,120
22692,DOORMAT WELCOME TO OUR HOME,1522.0,11539.06,443
22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,16244.0,17927.45,305
22694,WICKER STAR ,1842.0,4251.72,405
22695,WICKER WREATH SMALL,741.0,1001.49,123
22696,WICKER WREATH LARGE,729.0,1452.55,151
22697,GREEN REGENCY TEACUP AND SAUCER,7278.0,22755.5,1013
22698,PINK REGENCY TEACUP AND SAUCER,5788.0,17445.56,765
22699,ROSES REGENCY TEACUP AND SAUCER ,9864.0,29056.92,1065
22700,BLACK AND WHITE DOG BOWL,1196.0,2602.18,52
22701,PINK DOG BOWL,549.0,922.89,115
22702,BLACK AND WHITE CAT BOWL,1363.0,2684.65,49
22703,PINK CAT BOWL,360.0,583.33,123
22704,WRAP RED APPLES ,5253.0,2158.26,174
22705,WRAP GREEN PEARS ,1883.0,790.86,77
22706,WRAP COWBOYS  ,2057.0,847.94,71
22707,WRAP MONSTER FUN ,1257.0,527.94,49
22708,WRAP DOLLY GIRL,2800.0,1160.0,100
22709,WRAP WEDDING DAY,1325.0,528.5,39
22710,WRAP I LOVE LONDON ,4501.0,1774.42,104
22711,WRAP CIRCUS PARADE,2902.0,1202.84,103
22712,CARD DOLLY GIRL ,4435.0,1822.2,312
22713,CARD I LOVE LONDON ,3441.0,1437.36,217
22714,CARD BIRTHDAY COWBOY,3487.0,1415.73,225
22715,CARD WEDDING DAY,1543.0,645.64,130
22716,CARD CIRCUS PARADE,3201.0,1360.91,288
22717,CARD DOG AND BALL ,1229.0,535.78,131
22718,CARD CAT AND TREE ,1633.0,717.23,168
22719,GUMBALL MONOCHROME COAT RACK,620.0,895.72,109
22720,SET OF 3 CAKE TINS PANTRY DESIGN ,7483.0,38108.89,1385
22721,SET OF 3 CAKE TINS SKETCHBOOK,1020.0,4671.81,297
22722,SET OF 6 SPICE TINS PANTRY DESIGN,5966.0,24436.26,834
22723,SET OF 6 HERB TINS SKETCHBOOK,1164.0,4262.82,295
22725,ALARM CLOCK BAKELIKE CHOCOLATE,1980.0,8153.6,428
22726,ALARM CLOCK BAKELIKE GREEN,6419.0,27155.28,980
22727,ALARM CLOCK BAKELIKE RED ,7800.0,30644.87,1051
22728,ALARM CLOCK BAKELIKE PINK,5356.0,20672.15,783
22729,ALARM CLOCK BAKELIKE ORANGE,2323.0,9068.95,445
22730,ALARM CLOCK BAKELIKE IVORY,2885.0,11453.4,570
22731,3D CHRISTMAS STAMPS STICKERS ,1172.0,1536.24,143
22732,3D VINTAGE CHRISTMAS STICKERS ,1645.0,2162.75,188
22733,3D TRADITIONAL CHRISTMAS STICKERS,1583.0,2095.08,197
22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,3261.0,10610.04,422
22735,RIBBON REEL SOCKS AND MITTENS,741.0,1379.21,136
22736,RIBBON REEL MAKING SNOWMEN ,1222.0,2297.1,223
22737,RIBBON REEL CHRISTMAS PRESENT ,1388.0,2694.15,259
22738,RIBBON REEL SNOWY VILLAGE,2173.0,3829.67,275
22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,1818.0,3556.97,318
22740,POLKADOT PEN,6842.0,5793.62,170
22741,FUNKY DIVA PEN,8547.0,7363.86,233
22742,MAKE YOUR OWN PLAYTIME CARD KIT,639.0,1323.57,101
22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,930.0,2408.54,206
22744,MAKE YOUR OWN MONSOON CARD KIT,867.0,2084.85,172
22745,POPPY'S PLAYHOUSE BEDROOM ,2021.0,4661.79,423
22746,POPPY'S PLAYHOUSE LIVINGROOM ,1447.0,3236.54,328
22747,POPPY'S PLAYHOUSE BATHROOM,954.0,2080.85,227
22748,POPPY'S PLAYHOUSE KITCHEN,2117.0,4880.83,436
22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,2362.0,9216.16,449
22750,FELTCRAFT PRINCESS LOLA DOLL,2001.0,7491.83,413
22751,FELTCRAFT PRINCESS OLIVIA DOLL,1563.0,5801.47,290
22752,SET 7 BABUSHKA NESTING BOXES,1787.0,14427.97,380
22753,SMALL YELLOW BABUSHKA NOTEBOOK ,1010.0,758.13,217
22754,SMALL RED BABUSHKA NOTEBOOK ,1951.0,1350.47,266
22755,SMALL PURPLE BABUSHKA NOTEBOOK ,1687.0,1187.96,251
22756,LARGE YELLOW BABUSHKA NOTEBOOK ,599.0,656.52,123
22757,LARGE RED BABUSHKA NOTEBOOK ,1096.0,1167.74,163
22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,1195.0,1110.25,178
22759,SET OF 3 NOTEBOOKS IN PARCEL,5435.0,9027.44,422
22760,"TRAY, BREAKFAST IN BED",275.0,3491.86,80
22761,CHEST 7 DRAWER MA CAMPAGNE,36.0,895.38,26
22762,CUPBOARD 3 DRAWER MA CAMPAGNE,171.0,2786.03,112
22763,KEY CABINET MA CAMPAGNE,206.0,2176.32,108
22764,"RUSTIC WOODEN CABINET, GLASS DOORS",5.0,174.77,3
22765,NEWSPAPER STAND,27.0,316.95,5
22766,PHOTO FRAME CORNICE,3267.0,9755.09,504
22767,TRIPLE PHOTO FRAME CORNICE ,774.0,7173.55,218
22768,FAMILY PHOTO FRAME CORNICE,867.0,8258.59,260
22769,CHALKBOARD KITCHEN ORGANISER,11.0,366.73,8
22770,MIRROR CORNICE,94.0,1515.68,62
22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,6539.0,8930.44,441
22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,3793.0,5116.7,254
22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,2075.0,2739.4,191
22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,2254.0,2871.75,140
22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,3105.0,4469.37,237
22776,"CAKESTAND, 3 TIER, LOVEHEART",2.0,19.9,1
22776,SWEETHEART 3 TIER CAKE STAND ,284.0,3371.58,158
22776,SWEETHEART CAKESTAND 3 TIER,958.0,9687.3,377
22777,GLASS BELL JAR LARGE,2.0,17.0,1
22777,GLASS CLOCHE LARGE,350.0,2934.53,57
22778,GLASS BELL JAR SMALL,4.0,15.8,1
22778,GLASS CLOCHE SMALL,804.0,3131.02,142
22779,WOODEN OWLS LIGHT GARLAND ,1537.0,5789.85,149
22780,LIGHT GARLAND BUTTERFILES PINK,1346.0,5044.34,132
22781,GUMBALL MAGAZINE RACK,621.0,5191.01,232
22782,SET 3 WICKER STORAGE BASKETS ,241.0,3399.95,74
22783,SET 3 WICKER OVAL BASKETS W LIDS,463.0,5961.25,33
22784,LANTERN CREAM GAZEBO ,1272.0,6360.99,299
22785,SQUARECUSHION COVER PINK UNION FLAG,72.0,506.34,32
22785,SQUARECUSHION COVER PINK UNION JACK,173.0,581.23,42
22786,CUSHION COVER PINK UNION JACK,123.0,764.63,47
22788,BROCANTE COAT RACK,220.0,2025.96,60
22789,T-LIGHT HOLDER SWEETHEART HANGING,844.0,1657.02,138
22791,T-LIGHT GLASS FLUTED ANTIQUE,7955.0,9873.88,345
22792,FLUTED ANTIQUE CANDLE HOLDER,2785.0,2622.93,206
22794,SWEETHEART WIRE MAGAZINE RACK,326.0,2784.9,182
22795,SWEETHEART RECIPE BOOK STAND,1211.0,8571.25,368
22796,PHOTO FRAME 3 CLASSIC HANGING,582.0,5787.45,232
22797,CHEST OF DRAWERS GINGHAM HEART ,163.0,2851.36,91
22798,ANTIQUE GLASS DRESSING TABLE POT,1798.0,5561.3,267
22799,SWEETHEART WIRE FRUIT BOWL,207.0,1623.08,89
22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,870.0,3560.74,203
22801,ANTIQUE GLASS PEDESTAL BOWL,1027.0,4203.89,220
22802,FAUX FUR CHOCOLATE THROW,87.0,1474.74,49
22803,IVORY EMBROIDERED QUILT ,54.0,2038.09,31
22804,CANDLEHOLDER PINK HANGING HEART,2251.0,6438.79,398
22804,PINK HANGING HEART T-LIGHT HOLDER,880.0,1664.16,76
22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,1890.0,2576.03,195
22806,SET OF 6 T-LIGHTS WEDDING CAKE ,260.0,677.04,38
22807,SET OF 6 T-LIGHTS TOADSTOOLS,818.0,2417.73,195
22808,SET OF 6 T-LIGHTS EASTER CHICKS,345.0,1038.87,75
22809,SET OF 6 T-LIGHTS SANTA,1240.0,3781.2,204
22810,SET OF 6 T-LIGHTS SNOWMEN,944.0,3022.08,165
22811,SET OF 6 T-LIGHTS CACTI ,881.0,2419.29,108
22812,PACK 3 BOXES CHRISTMAS PANETTONE,76.0,248.48,24
22812,PACK 3 BOXES CHRISTMAS PANNETONE,1649.0,3359.82,161
22813,PACK 3 BOXES BIRD PANETTONE ,204.0,451.84,31
22813,PACK 3 BOXES BIRD PANNETONE ,2168.0,4188.94,187
22814,CARD PARTY GAMES ,2129.0,888.47,235
22815,CARD PSYCHEDELIC APPLES,2628.0,1118.84,268
22816,CARD MOTORBIKE SANTA,3987.0,1691.76,266
22817,CARD SUKI BIRTHDAY,2639.0,1114.81,290
22818,CARD CHRISTMAS VILLAGE,3633.0,1550.4,244
22819,"BIRTHDAY CARD, RETRO SPOT",2608.0,1104.81,270
22820,GIFT BAG BIRTHDAY,940.0,575.42,77
22821,GIFT BAG PSYCHEDELIC APPLES,1171.0,722.67,139
22822,CREAM WALL PLANTER HEART SHAPED,433.0,2582.75,158
22823,CHEST NATURAL WOOD 20 DRAWERS,24.0,2745.0,13
22824,3 TIER SWEETHEART GARDEN SHELF,55.0,1938.25,43
22825,DECORATIVE PLANT POT WITH FRIEZE,73.0,584.37,28
22826,LOVE SEAT ANTIQUE WHITE METAL,58.0,6210.0,41
22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,35.0,5415.0,26
22828,REGENCY MIRROR WITH SHUTTERS,10.0,1530.0,7
22829,SWEETHEART WIRE WALL TIDY,227.0,2295.43,109
22830,UTILTY CABINET WITH HOOKS,131.0,2610.29,6
22831,WHITE BROCANTE SOAP DISH,706.0,2070.9,121
22832,BROCANTE SHELF WITH HOOKS,162.0,1781.82,76
22833,HALL CABINET WITH 3 DRAWERS,76.0,2603.53,5
22834,HAND WARMER BABUSHKA DESIGN,4941.0,7105.33,368
22835,HOT WATER BOTTLE I AM SO POORLY,3441.0,17892.96,657
22837,HOT WATER BOTTLE BABUSHKA ,1165.0,5620.73,177
22837,HOT WATER BOTTLE BABUSHKA LARGE,8.0,37.2,1
22838,3 TIER CAKE TIN RED AND CREAM,689.0,9765.11,168
22839,3 TIER CAKE TIN GREEN AND CREAM,445.0,6981.67,201
22840,ROUND CAKE TIN VINTAGE RED,913.0,6903.79,271
22841,ROUND CAKE TIN VINTAGE GREEN,529.0,4101.77,213
22842,BISCUIT TIN VINTAGE RED,589.0,3823.21,162
22843,BISCUIT TIN VINTAGE GREEN,450.0,2904.52,126
22844,VINTAGE CREAM DOG FOOD CONTAINER,1003.0,9661.32,416
22845,VINTAGE CREAM CAT FOOD CONTAINER,802.0,5396.93,316
22846,BREAD BIN DINER STYLE RED ,665.0,10676.62,278
22847,BREAD BIN DINER STYLE IVORY,901.0,14329.54,375
22847,"BREAD BIN, DINER STYLE, IVORY",4.0,59.8,1
22848,BREAD BIN DINER STYLE PINK,323.0,5208.45,128
22849,BREAD BIN DINER STYLE MINT,319.0,4967.93,128
22849,"BREAD BIN, DINER STYLE, MINT",4.0,59.8,1
22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,2741.0,2368.64,350
22852,DOG BOWL VINTAGE CREAM,390.0,1757.88,125
22853,CAT BOWL VINTAGE CREAM,472.0,1655.96,116
22854,CREAM SWEETHEART EGG HOLDER,767.0,3708.52,161
22855,FINE WICKER HEART ,2642.0,3301.73,237
22856,ASSORTED EASTER DECORATIONS  BELLS,569.0,729.57,27
22857,ASSORTED EASTER GIFT TAGS,1145.0,965.86,61
22858,EASTER TIN KEEPSAKE,1126.0,1860.78,136
22859,EASTER TIN BUNNY BOUQUET,1203.0,2003.07,158
22860,EASTER TIN CHICKS PINK DAISY,589.0,1017.77,107
22861,EASTER TIN CHICKS IN GARDEN,305.0,522.93,50
22862,LOVE HEART NAPKIN BOX ,171.0,826.95,66
22863,SOAP DISH BROCANTE,719.0,2070.73,110
22865,HAND WARMER OWL DESIGN,8439.0,17786.13,654
22866,HAND WARMER SCOTTY DOG DESIGN,6611.0,14366.52,548
22867,HAND WARMER BIRD DESIGN,6433.0,14061.89,554
22868,NUMBER TILE COTTAGE GARDEN 0 ,63.0,144.65,20
22869,NUMBER TILE COTTAGE GARDEN 1,96.0,246.14,44
22870,NUMBER TILE COTTAGE GARDEN 2,93.0,240.29,39
22871,NUMBER TILE COTTAGE GARDEN 3 ,67.0,163.35,25
22872,NUMBER TILE COTTAGE GARDEN 4,72.0,177.46,30
22873,NUMBER TILE COTTAGE GARDEN 5,60.0,145.5,26
22874,NUMBER TILE COTTAGE GARDEN 6,65.0,150.81,21
22875,NUMBER TILE COTTAGE GARDEN 7,63.0,149.09,25
